Time,"ELEVATION Z","Points:0","Points:1","Points:2","VELOCITY U","VELOCITY V","VELOCITY W"
5000,0.5024,130.73,49.28,12.5,0.25781,-0.00013338,-2.6149e-05
5000,0.50338,27.626,69.301,12.5,0.2598,-0.029374,7.9187e-05
5000,0.50212,182.77,43.154,12.5,0.26515,-0.0011376,1.3028e-05
5000,0.50255,123.74,35.631,12.5,0.25773,0.0011312,-2.5567e-05
5000,0.50143,307.36,62.543,12.5,0.27274,-0.0046303,1.1913e-05
5000,0.50295,41.84,35.036,12.5,0.2343,0.00032758,-0.00024706
5000,0.50187,225.2,22.984,12.5,0.26636,0.00075216,-1.8555e-05
5000,0.50155,280.03,42.908,12.5,0.2691,0.00056812,-8.4316e-06
5000,0.50268,80.153,53.337,12.5,0.24783,-0.0023316,-0.00016713
5000,0.50261,112.45,34.004,12.5,0.25638,-0.00090852,-5.0918e-05
5000,0.50252,136.96,33.343,12.5,0.26049,-0.0010213,1.7916e-05
5000,0.50301,30.288,32.267,12.5,0.22945,0.00056349,-0.00016129
5000,0.50188,226.13,39.673,12.5,0.26698,-0.00076394,-9.392e-06
5000,0.50231,166.55,44.821,12.5,0.26256,-0.0011707,2.1684e-05
5000,0.5028,64.083,50.099,12.5,0.23813,-0.0007554,-0.00019171
5000,0.50281,75.527,37.413,12.5,0.24514,-0.0010411,-0.00012956
5000,0.50283,46.085,51.867,12.5,0.23477,-0.009225,-0.00021651
5000,0.50309,53.979,36.491,12.5,0.23518,-0.0016004,-0.00017265
5000,0.50154,300.64,43.361,12.5,0.27168,-0.00048322,1.2161e-05
5000,0.50238,149.54,44.133,12.5,0.26041,-5.6364e-05,1.8043e-05
5000,0.50181,243.73,37.866,12.5,0.2659,0.0016745,2.1162e-07
5000,0.50199,208.94,41.331,12.5,0.26484,-0.0013717,-6.603e-06
5000,0.50171,260.67,39.358,12.5,0.26761,-0.00035213,-4.6935e-06
5000,0.50209,195.66,39.197,12.5,0.26464,-0.00054604,2.3292e-05
5000,0.50141,332.57,35.372,12.5,0.27538,0.0017685,5.6087e-05
5000,0.50281,64.983,34.145,12.5,0.24535,-0.0034868,-0.00021516
5000,0.50268,101.19,37.251,12.5,0.25347,0.00075526,-8.7903e-05
5000,0.50277,31.961,57.63,12.5,0.23716,-0.024114,-0.00023443
5000,0.50277,88.451,38.254,12.5,0.24924,-0.00016848,-0.00011185
5000,0.50261,96.023,52.89,12.5,0.25193,-0.0013417,-0.00011884
5000,0.50323,32.12,44.325,12.5,0.22461,0.00081353,-8.501e-05
5000,0.50254,113.63,49.373,12.5,0.25584,-0.0013761,-6.4511e-05
5000,1.035,0,100,25,0.26315,-0,0.0017495
5000,1,500,100,25,-0.011729,0.020171,0.00065562
5000,1.0093,10,100,25,0,0,-0.0034634
5000,0.9973,20.833,100,25,0,0,0.00012549
5000,1.0077,32.5,100,25,0,0,0.0013688
5000,1.0056,45,100,25,0,0,9.7425e-05
5000,1.0058,58.333,100,25,0,0,0.00025368
5000,1.0056,72.5,100,25,0,0,0.00015223
5000,1.0055,87.5,100,25,0,0,0.00011048
5000,1.0053,103.33,100,25,0,0,5.3105e-05
5000,1.0052,120,100,25,0,0,3.1667e-05
5000,1.0048,137.5,100,25,0,0,7.9024e-06
5000,1.0048,155.83,100,25,0,0,-2.4221e-06
5000,1.0041,175,100,25,0,0,-2.8642e-06
5000,1.0044,195,100,25,0,0,1.577e-05
5000,1.0035,215.83,100,25,0,0,3.4409e-05
5000,1.0037,237.5,100,25,0,0,3.2942e-05
5000,1.0032,260,100,25,0,0,1.9732e-05
5000,1.0031,283.33,100,25,0,0,4.5305e-06
5000,1.0029,307.5,100,25,0,0,-6.6459e-05
5000,1.0026,332.5,100,25,0,0,-1.9935e-05
5000,1.0016,358.33,100,25,0,0,3.6917e-06
5000,1.0025,385,100,25,0,0,-4.3128e-06
5000,1.0003,412.5,100,25,0,0,4.0133e-05
5000,1.0025,440.83,100,25,0,0,-4.8084e-06
5000,0.99949,470,100,25,0,0,7.4669e-05
5000,1,500,0,25,-0.033937,-0.013364,-0.00067784
5000,1,500,80,25,0.31541,0.027912,0.00012502
5000,1,500,60,25,0.34888,0.030895,-0.00051879
5000,1,500,40,25,0.35418,0.014456,0.00054172
5000,1,500,20,25,0.30306,0.029598,-3.9674e-05
5000,1.0131,0,0,25,0.26321,-0,-0.0010046
5000,0.99955,485,0,25,0,0,8.7364e-05
5000,1.0033,470.13,0,25,0,0,-0.00017488
5000,0.99885,455.38,0,25,0,0,-9.3453e-05
5000,1.0013,440.77,0,25,0,0,-9.3251e-05
5000,1.001,426.28,0,25,0,0,-0.00016191
5000,1.0013,411.92,0,25,0,0,3.5393e-06
5000,1.0014,397.69,0,25,0,0,5.3964e-05
5000,1.0023,383.59,0,25,0,0,0.00014572
5000,1.0012,369.62,0,25,0,0,7.4962e-05
5000,1.002,355.77,0,25,0,0,-0.00013056
5000,1.0028,342.05,0,25,0,0,-0.00022952
5000,1.0025,328.46,0,25,0,0,2.101e-05
5000,1.0022,315,0,25,0,0,5.1825e-05
5000,1.0031,301.67,0,25,0,0,4.0896e-05
5000,1.0025,288.46,0,25,0,0,-1.4709e-06
5000,1.0034,275.38,0,25,0,0,-7.3566e-05
5000,1.0035,262.44,0,25,0,0,-2.0341e-05
5000,1.003,249.62,0,25,0,0,1.4776e-05
5000,1.0039,236.92,0,25,0,0,-9.6214e-05
5000,1.004,224.36,0,25,0,0,-1.1616e-05
5000,1.0036,211.92,0,25,0,0,7.8943e-05
5000,1.0041,199.62,0,25,0,0,6.4211e-05
5000,1.0042,187.44,0,25,0,0,6.7886e-05
5000,1.0042,175.38,0,25,0,0,7.7827e-05
5000,1.0042,163.46,0,25,0,0,8.0788e-06
5000,1.0045,151.67,0,25,0,0,-0.00014683
5000,1.0051,140,0,25,0,0,-0.00011753
5000,1.0048,128.46,0,25,0,0,9.5539e-06
5000,1.005,117.05,0,25,0,0,3.4978e-05
5000,1.0052,105.77,0,25,0,0,1.5513e-05
5000,1.0051,94.615,0,25,0,0,5.5996e-05
5000,1.0052,83.59,0,25,0,0,5.1545e-05
5000,1.0058,72.692,0,25,0,0,1.4488e-05
5000,1.0055,61.923,0,25,0,0,0.00013651
5000,1.0055,51.282,0,25,0,0,0.00029887
5000,1.0056,40.769,0,25,0,0,0.00025308
5000,1.0074,30.385,0,25,0,0,0.0010355
5000,0.99765,20.128,0,25,0,0,-0.0011957
5000,1.0126,10,0,25,0,0,-0.0014709
5000,1.0029,0,10,25,0.26323,-0,-0.000248
5000,1.0087,0,20,25,0.26322,-0,0.0010833
5000,1.0066,0,30,25,0.26322,-0,0.00068963
5000,1.0069,0,40,25,0.26322,-0,0.00074621
5000,1.0062,0,50,25,0.26322,-0,0.00060318
5000,1.0073,0,60,25,0.26322,-0,0.00076341
5000,1.0061,0,70,25,0.26322,-0,0.00026895
5000,1.0069,0,80,25,0.26322,-0,0.0010998
5000,0.98937,0,90,25,0.26327,-0,-0.0036025
5000,1.0072,7.7841,16.119,25,0.23249,-0.012538,0.00069292
5000,1.0066,9.7422,35.009,25,0.2699,-0.0013323,0.00070381
5000,1.0064,9.8045,54.982,25,0.27105,-0.0067735,0.00057029
5000,1.008,9.4679,75.855,25,0.27353,-0.031377,0.00086092
5000,1.0081,12.319,88.474,25,0.32133,-0.1526,0.00056219
5000,1.0057,38.483,88.255,25,0.24793,-0.013834,-4.2453e-05
5000,1.0055,65.353,85.208,25,0.26477,-0.0030527,-7.9535e-05
5000,1.0053,96.144,84.741,25,0.268,-0.00015874,-9.5049e-05
5000,1.0049,129.66,83.415,25,0.28375,-0.00084719,-3.737e-05
5000,1.0045,166.76,81.258,25,0.29923,-0.0037043,1.9161e-05
5000,1.0039,206.85,78.374,25,0.31834,-0.0027388,2.3275e-05
5000,1.0034,251.55,78.734,25,0.31381,0.0012261,1.5682e-06
5000,1.0031,296.2,80.2,25,0.30346,-0.00011169,-2.9997e-05
5000,1.0023,345.5,76.054,25,0.3294,0.00048709,6.4262e-06
5000,1.0016,400.62,72.887,25,0.34728,0.0011925,2.9122e-05
5000,1.0004,457.08,72.229,25,0.35567,-0.00012985,1.5764e-05
5000,0.9998,481.99,78.147,25,0.32806,0.028189,3.594e-05
5000,1.0009,479.85,51.621,25,0.34627,0.016993,5.5569e-06
5000,1.0014,463.18,16.316,25,0.29559,0.016669,-8.8354e-05
5000,1.0015,433.39,14.708,25,0.30323,0.014134,-0.00011189
5000,1.0016,404.43,13.94,25,0.3098,-0.0011569,4.7885e-05
5000,1.0017,376.06,15.14,25,0.32504,-0.0044435,6.1043e-05
5000,1.0025,349.03,13.591,25,0.31622,0.015526,-0.00010738
5000,1.0028,321.18,12.077,25,0.30677,-0.0068424,7.1834e-05
5000,1.003,294.98,12.977,25,0.31512,0.00018732,3.9202e-05
5000,1.0033,268.96,12.115,25,0.30985,0.00629,-5.8867e-05
5000,1.0036,243.74,12.463,25,0.31894,0.0022724,-9.8054e-06
5000,1.0039,218.32,11.567,25,0.30937,-0.0055931,9.6256e-06
5000,1.0041,194.09,12.794,25,0.3245,0.00056656,4.5008e-05
5000,1.0045,168.99,12.829,25,0.32689,0.0025132,8.3748e-05
5000,1.005,145.45,11.151,25,0.31367,0.0091255,-9.6394e-05
5000,1.0051,122.79,10.843,25,0.31622,-0.0027946,-2.3067e-05
5000,1.0054,99.954,11.275,25,0.32127,-0.0010679,-0.00011484
5000,1.0055,77.745,11.382,25,0.32482,0.0040744,-0.00017679
5000,1.006,55.839,10.681,25,0.32673,0.0013368,-2.6243e-06
5000,1.006,34.774,9.9976,25,0.3431,0.016309,0.00024385
5000,1.0089,13.274,8.3322,25,0.37152,0.097655,0.00033125
5000,0.99983,480.72,23.911,25,0.352,0.03435,-5.8403e-05
5000,1.0056,8.9936,25.039,25,0.28338,0.016935,0.00014354
5000,1.0066,10.061,44.762,25,0.27371,-0.0052456,0.00069023
5000,1.0069,9.0588,65.101,25,0.27342,-0.015689,0.0006108
5000,1.0046,25.891,89.893,25,0.18962,0.033912,0.00042684
5000,1.0054,50.829,85.819,25,0.2683,-0.0034815,-0.00016986
5000,1.0051,80.554,84.928,25,0.26442,0.0010603,-0.00015329
5000,1.005,112.74,84.147,25,0.27532,-0.0016718,-9.3955e-05
5000,1.0048,148.11,82.655,25,0.28922,-0.0044443,2.6653e-06
5000,1.0043,186.56,79.939,25,0.30732,-0.0052658,2.8248e-05
5000,1.0038,229.12,78.491,25,0.31461,0.00099253,3.09e-05
5000,1.0033,274.06,79.594,25,0.30769,0.002805,1.1226e-05
5000,1.0028,320.58,78.175,25,0.3153,-0.010363,-2.1376e-05
5000,1.0019,372.88,75.497,25,0.32606,-0.0080221,-5.6476e-07
5000,1.0007,427.23,74.649,25,0.32872,-9.0835e-05,-2.2834e-05
5000,1.0016,391.03,14.647,25,0.32083,-0.0016704,2.7528e-05
5000,1.0016,447.86,16.728,25,0.32001,0.0022342,5.1254e-05
5000,1.0019,418.91,13.532,25,0.3006,0.0012776,2.5726e-05
5000,1.0021,362.34,15.699,25,0.3347,0.0058356,2.5914e-05
5000,1.0029,334.86,11.382,25,0.29545,0.0032278,-4.6261e-05
5000,1.0028,308.33,13.136,25,0.31844,-0.00065171,3.5202e-05
5000,1.0032,281.96,13.134,25,0.32026,0.0027478,2.0701e-06
5000,1.0035,256.5,11.905,25,0.30927,-0.0035445,2.2367e-05
5000,1.0038,231.09,11.555,25,0.3084,0.0051091,-6.4504e-05
5000,1.004,206.01,12.655,25,0.3235,-0.0028062,6.0233e-05
5000,1.0043,181.3,12.841,25,0.32554,-0.00081363,7.8545e-05
5000,1.0048,157.02,12.235,25,0.32158,0.0062061,2.8197e-05
5000,1.0051,133.89,10.417,25,0.30933,0.00055524,-6.4868e-05
5000,1.0052,111.58,11.177,25,0.32083,0.00012903,-9.6932e-05
5000,1.0055,89.059,11.483,25,0.32365,-0.00014531,-7.7259e-05
5000,1.0057,66.417,10.793,25,0.32058,0.0028823,-0.0001917
5000,1.0059,45.099,10.696,25,0.33555,0.0043215,5.6942e-05
5000,1.0064,24.116,9.405,25,0.34185,-0.0075758,0.00075882
5000,1.0068,20.988,49.942,25,0.28223,-0.0085598,0.0006977
5000,1.0077,18.997,28.665,25,0.29162,0.0013964,0.0012122
5000,1.0055,88.322,69.604,25,0.3177,-0.0018822,-0.000256
5000,1.0063,17.373,70.087,25,0.30074,-0.039815,0.00038586
5000,1.0058,20.476,79.486,25,0.38948,-0.083165,-0.00012313
5000,1.0007,458.8,38.255,25,0.33594,0.022727,3.2901e-05
5000,1.0052,121.78,66.234,25,0.318,-0.0023128,-0.00011288
5000,1.0053,105.09,68.205,25,0.3163,-0.0020412,-0.00020103
5000,1.0058,72.41,68.868,25,0.31984,-0.0051049,-0.00019241
5000,1.0044,176.71,61.568,25,0.32125,-0.004235,2.7389e-05
5000,1.0039,218.1,58.418,25,0.31963,-0.0018586,5.2642e-06
5000,1.0045,157.9,62.693,25,0.31998,-0.0030132,-5.4858e-06
5000,1.0034,265.43,59.326,25,0.31857,0.0014442,-1.2165e-05
5000,1.004,197,56.819,25,0.3203,-0.002974,2.0387e-05
5000,1.0013,386.9,49.202,25,0.32722,-0.00015727,-1.9023e-05
5000,1.0034,242.5,56.609,25,0.3192,0.0007246,-2.6508e-05
5000,1.0021,368.89,32.744,25,0.33081,0.0014216,2.0415e-05
5000,1.0024,359.5,53.138,25,0.32796,-0.0040181,3.7425e-05
5000,1.0018,398.84,31.108,25,0.32709,0.0028,2.5665e-05
5000,1.0061,17.05,18.135,25,0.28303,0.042075,0.00010348
5000,1.0018,384.04,29.09,25,0.33015,0.0039002,6.2752e-06
5000,1.0034,250.54,25.083,25,0.31289,0.0017649,-3.3015e-05
5000,1.0031,274.32,26.988,25,0.31441,0.0032874,-1.5024e-06
5000,1.0023,340.35,23.806,25,0.31534,0.0063106,-1.3034e-05
5000,1.0033,262.2,23.361,25,0.31434,0.0024969,-2.3101e-05
5000,1.003,288.38,27.761,25,0.316,0.0023634,1.9677e-06
5000,1.0043,174.96,27.883,25,0.30917,0.0014635,2.4951e-05
5000,1.0049,128.7,22.41,25,0.30017,0.0017505,-9.655e-05
5000,1.0044,161.21,27.819,25,0.30768,0.0032864,3.146e-05
5000,1.0042,188.23,27.073,25,0.31035,0.00032605,3.5666e-05
5000,1.0047,138.68,20.694,25,0.30258,0.0058115,-0.00010491
5000,1.0046,148.93,25.107,25,0.30566,0.0045788,7.6921e-06
5000,1.0052,94.478,23.671,25,0.29402,0.0013451,-0.00027863
5000,1.0021,351.58,33.858,25,0.31942,0.0034668,4.0793e-06
5000,1.0056,71.506,23.015,25,0.28781,0.0032178,-0.0002459
5000,1.0052,105.87,23.075,25,0.29609,0.00077516,-0.00020356
5000,1.0055,49.015,22.945,25,0.28886,0.0058814,-0.00032447
5000,1.0054,82.931,23.839,25,0.29074,0.0021075,-0.00027556
5000,1.0056,60.391,22.7,25,0.28676,0.0036964,-0.00028323
5000,1.0055,20.407,39.231,25,0.28098,0.0069822,3.138e-05
5000,1.0062,19.577,60.907,25,0.28536,-0.015619,0.00036189
5000,1.0049,139.49,64.219,25,0.31805,-0.0038581,-2.9983e-05
5000,1.0055,56.45,68.679,25,0.32447,-0.010696,-0.00018667
5000,1.0065,41.3,71.571,25,0.32915,-0.015704,0.00014037
5000,1.0019,415.61,46.533,25,0.3321,0.00063874,2.4413e-05
5000,1.0049,31.204,80.004,25,0.36654,-0.013852,-0.00065803
5000,1.0029,287.15,61.307,25,0.31749,0.00035829,-3.383e-05
5000,1.0011,439.14,54.037,25,0.34246,0.0048304,4.3044e-05
5000,1.0036,237.43,24.868,25,0.31175,0.0017039,-5.5192e-06
5000,1.0023,328.28,22.815,25,0.31291,-0.00027117,-0.00012506
5000,1.0012,424.63,27.299,25,0.32999,0.0090778,-1.0694e-05
5000,1.0009,411.69,26.575,25,0.3264,0.002259,-0.00017268
5000,1.0027,301.78,25.46,25,0.31715,-0.0008915,-5.5074e-05
5000,1.0005,438.01,33.611,25,0.33403,0.014755,-6.6507e-05
5000,1.0027,315.91,30.328,25,0.31597,0.00020801,-9.7302e-06
5000,1.005,117.64,22.718,25,0.29823,0.00085036,-0.00015193
5000,1.0039,213.4,26.249,25,0.31067,-0.00040396,-2.723e-05
5000,1.0064,38.625,21.9,25,0.28689,0.0091853,0.00028098
5000,1.0051,27.591,20.289,25,0.302,0.014614,-9.5423e-05
5000,1.004,200.77,26.276,25,0.31064,-0.00087983,-8.2395e-06
5000,1.0023,328.91,53.439,25,0.32085,-0.0028082,-4.0748e-06
5000,1.0048,130.73,49.28,25,0.29938,-0.00050634,-8.7201e-05
5000,1.0068,27.626,69.301,25,0.31693,-0.029471,0.00066816
5000,1.0042,182.77,43.154,25,0.30867,-0.0012076,1.5293e-05
5000,1.0051,123.74,35.631,25,0.29964,0.0009754,-8.3466e-05
5000,1.0029,307.36,62.543,25,0.31883,-0.0043041,9.3533e-06
5000,1.0059,41.84,35.036,25,0.29145,0.00049482,-3.3662e-05
5000,1.0037,225.2,22.984,25,0.31197,0.00065092,-2.7064e-05
5000,1.0031,280.03,42.908,25,0.31448,0.00055801,-1.7786e-05
5000,1.0054,80.153,53.337,25,0.29282,-0.0033053,-0.00027432
5000,1.0052,112.45,34.004,25,0.29829,-0.00082683,-0.00013425
5000,1.005,136.96,33.343,25,0.30236,-0.0008832,6.6242e-06
5000,1.006,30.288,32.267,25,0.29104,0.0010393,0.00023879
5000,1.0038,226.13,39.673,25,0.31206,-0.000891,-1.0119e-05
5000,1.0046,166.55,44.821,25,0.30529,-0.0012109,3.2028e-05
5000,1.0056,64.083,50.099,25,0.28501,-0.0021239,-0.00021334
5000,1.0056,75.527,37.413,25,0.29024,-0.0012745,-0.0001991
5000,1.0057,46.085,51.867,25,0.28858,-0.010053,-3.8424e-05
5000,1.0062,53.979,36.491,25,0.28714,-0.0014175,-6.5346e-05
5000,1.0031,300.64,43.361,25,0.31714,-0.00038798,1.7283e-05
5000,1.0048,149.54,44.133,25,0.30246,-0.00018594,3.4788e-06
5000,1.0036,243.73,37.866,25,0.31109,0.0014543,5.4895e-06
5000,1.004,208.94,41.331,25,0.3099,-0.0014456,2.3688e-06
5000,1.0034,260.67,39.358,25,0.31284,-0.0002971,-7.3264e-06
5000,1.0042,195.66,39.197,25,0.30906,-0.00056624,4.3834e-05
5000,1.0028,332.57,35.372,25,0.32127,0.0017115,0.00010152
5000,1.0056,64.983,34.145,25,0.29256,-0.0030986,-0.00027296
5000,1.0054,101.19,37.251,25,0.29595,0.00057077,-0.00018814
5000,1.0055,31.961,57.63,25,0.29625,-0.023073,7.8015e-05
5000,1.0055,88.451,38.254,25,0.29287,-0.00046124,-0.00020321
5000,1.0052,96.023,52.89,25,0.29507,-0.0020478,-0.00023958
5000,1.0065,32.12,44.325,25,0.28473,0.00059781,0.00036827
5000,1.0051,113.63,49.373,25,0.29783,-0.0017471,-0.0001619
5000,1.5525,0,100,37.5,0.28175,-0,0.0043327
5000,1.5,500,100,37.5,-0.015376,0.018167,0.0009829
5000,1.514,10,100,37.5,0,0,-0.0033915
5000,1.496,20.833,100,37.5,0,0,-0.00086217
5000,1.5115,32.5,100,37.5,0,0,0.0013221
5000,1.5083,45,100,37.5,0,0,5.8945e-05
5000,1.5087,58.333,100,37.5,0,0,0.00023148
5000,1.5083,72.5,100,37.5,0,0,0.00012948
5000,1.5083,87.5,100,37.5,0,0,9.0105e-05
5000,1.508,103.33,100,37.5,0,0,3.5105e-05
5000,1.5079,120,100,37.5,0,0,2.9643e-05
5000,1.5072,137.5,100,37.5,0,0,-4.3235e-06
5000,1.5071,155.83,100,37.5,0,0,-2.315e-06
5000,1.5062,175,100,37.5,0,0,-1.4671e-05
5000,1.5066,195,100,37.5,0,0,1.7656e-05
5000,1.5053,215.83,100,37.5,0,0,1.2415e-05
5000,1.5056,237.5,100,37.5,0,0,2.7348e-05
5000,1.5048,260,100,37.5,0,0,9.3143e-06
5000,1.5046,283.33,100,37.5,0,0,-1.3925e-10
5000,1.5043,307.5,100,37.5,0,0,-4.9536e-05
5000,1.5039,332.5,100,37.5,0,0,-1.5521e-05
5000,1.5025,358.33,100,37.5,0,0,-1.0217e-05
5000,1.5037,385,100,37.5,0,0,1.089e-05
5000,1.5005,412.5,100,37.5,0,0,4.9244e-06
5000,1.5037,440.83,100,37.5,0,0,2.9361e-05
5000,1.4992,470,100,37.5,0,0,3.4541e-05
5000,1.5,500,0,37.5,-0.030611,-0.011583,-0.0012637
5000,1.5,500,80,37.5,0.34919,0.026925,9.9518e-05
5000,1.5,500,60,37.5,0.38119,0.030091,-0.00076706
5000,1.5,500,40,37.5,0.38631,0.015519,0.0008941
5000,1.5,500,20,37.5,0.33291,0.030089,-0.00012828
5000,1.5196,0,0,37.5,0.28187,-0,-0.00019881
5000,1.4993,485,0,37.5,0,0,-6.3377e-05
5000,1.505,470.13,0,37.5,0,0,-2.5488e-08
5000,1.4983,455.38,0,37.5,0,0,-0.0002071
5000,1.5019,440.77,0,37.5,0,0,-4.9607e-05
5000,1.5014,426.28,0,37.5,0,0,-0.0001478
5000,1.502,411.92,0,37.5,0,0,-1.2479e-05
5000,1.5022,397.69,0,37.5,0,0,2.1834e-05
5000,1.5034,383.59,0,37.5,0,0,0.00014278
5000,1.5018,369.62,0,37.5,0,0,1.2989e-05
5000,1.503,355.77,0,37.5,0,0,-9.9624e-05
5000,1.5041,342.05,0,37.5,0,0,-0.00015115
5000,1.5037,328.46,0,37.5,0,0,-8.1441e-06
5000,1.5033,315,0,37.5,0,0,-1.064e-05
5000,1.5047,301.67,0,37.5,0,0,5.3437e-05
5000,1.5037,288.46,0,37.5,0,0,-5.4788e-05
5000,1.5051,275.38,0,37.5,0,0,-3.7502e-05
5000,1.5052,262.44,0,37.5,0,0,-1.6515e-06
5000,1.5045,249.62,0,37.5,0,0,-3.8233e-05
5000,1.5058,236.92,0,37.5,0,0,-5.0326e-05
5000,1.506,224.36,0,37.5,0,0,1.1844e-05
5000,1.5054,211.92,0,37.5,0,0,2.102e-05
5000,1.5061,199.62,0,37.5,0,0,5.0448e-05
5000,1.5063,187.44,0,37.5,0,0,4.6082e-05
5000,1.5063,175.38,0,37.5,0,0,4.3616e-05
5000,1.5063,163.46,0,37.5,0,0,-2.4091e-05
5000,1.5067,151.67,0,37.5,0,0,-0.00013216
5000,1.5076,140,0,37.5,0,0,-7.8136e-05
5000,1.5071,128.46,0,37.5,0,0,-3.6623e-05
5000,1.5076,117.05,0,37.5,0,0,9.9835e-06
5000,1.5078,105.77,0,37.5,0,0,2.1535e-06
5000,1.5077,94.615,0,37.5,0,0,1.0187e-05
5000,1.5077,83.59,0,37.5,0,0,2.7103e-06
5000,1.5087,72.692,0,37.5,0,0,5.9278e-05
5000,1.5083,61.923,0,37.5,0,0,0.00011823
5000,1.5083,51.282,0,37.5,0,0,0.00019629
5000,1.5083,40.769,0,37.5,0,0,9.5054e-05
5000,1.5111,30.385,0,37.5,0,0,0.00094262
5000,1.4965,20.128,0,37.5,0,0,-0.0023534
5000,1.5189,10,0,37.5,0,0,-0.00029751
5000,1.5044,0,10,37.5,0.28194,-0,-0.0011206
5000,1.513,0,20,37.5,0.2819,-0,0.00091055
5000,1.5099,0,30,37.5,0.28191,-0,0.00019494
5000,1.5104,0,40,37.5,0.28191,-0,0.0002997
5000,1.5093,0,50,37.5,0.28192,-0,9.1264e-05
5000,1.5109,0,60,37.5,0.28191,-0,0.0004001
5000,1.5091,0,70,37.5,0.28192,-0,-6.3975e-05
5000,1.5103,0,80,37.5,0.28191,-0,0.0011272
5000,1.4841,0,90,37.5,0.28202,-0,-0.0061483
5000,1.5109,7.7841,16.119,37.5,0.25375,-0.011569,0.00050071
5000,1.5099,9.7422,35.009,37.5,0.28618,-0.0012291,0.00024421
5000,1.5096,9.8045,54.982,37.5,0.28706,-0.0062225,0.00010658
5000,1.512,9.4679,75.855,37.5,0.29227,-0.029127,0.00063146
5000,1.5122,12.319,88.474,37.5,0.33694,-0.14587,0.00077073
5000,1.5086,38.483,88.255,37.5,0.28064,-0.018827,6.0279e-05
5000,1.5083,65.353,85.208,37.5,0.30163,-0.0078589,-8.0524e-06
5000,1.508,96.144,84.741,37.5,0.29786,-0.002837,-7.9862e-05
5000,1.5074,129.66,83.415,37.5,0.31005,-0.0018132,-4.2693e-05
5000,1.5068,166.76,81.258,37.5,0.32577,-0.0041297,8.3611e-06
5000,1.5058,206.85,78.374,37.5,0.34796,-0.0032777,5.3884e-06
5000,1.505,251.55,78.734,37.5,0.34497,0.00078202,-6.3525e-06
5000,1.5046,296.2,80.2,37.5,0.33404,1.035e-05,-1.8579e-05
5000,1.5035,345.5,76.054,37.5,0.36026,-2.2005e-05,-1.0844e-06
5000,1.5024,400.62,72.887,37.5,0.37994,0.00051421,2.1695e-05
5000,1.5006,457.08,72.229,37.5,0.38903,-0.00027182,-5.1663e-06
5000,1.4997,481.99,78.147,37.5,0.36044,0.026653,5.1208e-06
5000,1.5014,479.85,51.621,37.5,0.37856,0.016903,3.8501e-05
5000,1.5022,463.18,16.316,37.5,0.32757,0.016173,-2.2752e-05
5000,1.5023,433.39,14.708,37.5,0.33447,0.013368,-6.0865e-05
5000,1.5025,404.43,13.94,37.5,0.34113,-0.0007504,5.4891e-05
5000,1.5026,376.06,15.14,37.5,0.35487,-0.0033767,1.7628e-05
5000,1.5037,349.03,13.591,37.5,0.34548,0.014495,-6.1116e-05
5000,1.5042,321.18,12.077,37.5,0.33659,-0.0062006,7.8893e-05
5000,1.5045,294.98,12.977,37.5,0.34532,0.00052512,3.7547e-05
5000,1.505,268.96,12.115,37.5,0.33978,0.00589,-4.5315e-05
5000,1.5054,243.74,12.463,37.5,0.34908,0.0021444,-6.5408e-07
5000,1.5059,218.32,11.567,37.5,0.34016,-0.004998,1.8035e-05
5000,1.5061,194.09,12.794,37.5,0.3547,0.0010183,2.2523e-05
5000,1.5067,168.99,12.829,37.5,0.35422,0.0029004,4.5014e-05
5000,1.5075,145.45,11.151,37.5,0.34103,0.008757,-4.4935e-05
5000,1.5077,122.79,10.843,37.5,0.34691,-0.0020332,-1.7476e-05
5000,1.508,99.954,11.275,37.5,0.35699,0.00012896,-9.7417e-05
5000,1.5083,77.745,11.382,37.5,0.36541,0.0056912,-0.00012574
5000,1.509,55.839,10.681,37.5,0.36897,0.0043756,0.00017764
5000,1.509,34.774,9.9976,37.5,0.36931,0.016691,0.00010386
5000,1.5134,13.274,8.3322,37.5,0.38356,0.091671,0.00048116
5000,1.4997,480.72,23.911,37.5,0.38295,0.03396,-8.8891e-05
5000,1.5083,8.9936,25.039,37.5,0.30066,0.015617,-0.00053686
5000,1.5099,10.061,44.762,37.5,0.29117,-0.004795,0.00025871
5000,1.5103,9.0588,65.101,37.5,0.29166,-0.014301,0.00027345
5000,1.507,25.891,89.893,37.5,0.21658,0.0213,0.00025844
5000,1.5081,50.829,85.819,37.5,0.30481,-0.009408,-8.2452e-05
5000,1.5077,80.554,84.928,37.5,0.29818,-0.0027263,-0.00015131
5000,1.5075,112.74,84.147,37.5,0.30327,-0.0031361,-0.00010626
5000,1.5072,148.11,82.655,37.5,0.31522,-0.0048675,-6.2268e-06
5000,1.5065,186.56,79.939,37.5,0.33536,-0.0055828,1.8896e-05
5000,1.5057,229.12,78.491,37.5,0.34545,0.00025592,2.5428e-05
5000,1.505,274.06,79.594,37.5,0.33851,0.0025942,1.0533e-05
5000,1.5043,320.58,78.175,37.5,0.34544,-0.0098727,-1.3218e-05
5000,1.5029,372.88,75.497,37.5,0.35815,-0.0080387,-8.086e-06
5000,1.5011,427.23,74.649,37.5,0.36297,-0.00044571,-3.6825e-05
